title,genres,popularity,vote_average
The Saddest Music in the World,"Comedy, Drama, Fantasy, Music",1.31,7.9
Starship Troopers 2: Hero of the Federation,"Adventure, Horror, Action, Science Fiction",12.35,3.8
The Man Who Copied,"Romance, Comedy, Drama",3.95,7.0
Ju-on: The Grudge 2,"Horror, Thriller",5.17,6.5
Sex Lives of the Potato Men,Comedy,1.42,5.1
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"Science Fiction, Music, Animation",4.81,7.4
Ong-Bak: The Thai Warrior,"Action, Thriller",7.9,7.0
Infernal Affairs II,"Drama, Action, Thriller, Crime",6.51,7.2
The Sea Inside,Drama,14.7,7.2
Lucky 7,"Romance, Comedy",1.5,4.9
Spanglish,Comedy,11.2,5.8
Buddy,"Comedy, Drama, Foreign, Romance",1.32,6.4
Festival Express,"Documentary, History, Music",0.65,6.7
The Chorus,Drama,14.76,7.5
Saints and Soldiers,"Action, Adventure, Drama, History, War",7.98,6.6
Just Bea,"Comedy, Romance",0.46,6.5
The Weeping Camel,"Documentary, Drama",2.8,7.8
The Interpreter,"Crime, Thriller",12.05,6.2
Open Water,"Drama, Thriller",10.65,5.3
Romasanta,"Action, Horror",8.64,5.4
Running on Karma,"Thriller, Action, Drama",1.54,6.4
Touch of Pink,Comedy,1.06,5.7
Infernal Affairs III,"Crime, Drama, Action",4.64,7.0
The Memory Of A Killer,"Crime, Drama, Thriller, Action",4.37,6.4
Slasher,Documentary,0.66,6.6
Bobby Jones: Stroke of Genius,Drama,4.05,5.5
Layer Cake,"Drama, Thriller, Crime",9.64,7.0
Silver City,"Comedy, Drama, Mystery, Thriller",1.53,6.3
The Return,"Thriller, Drama, Mystery",4.51,7.4
The Agronomist,Documentary,0.25,5.6
Flight of the Phoenix,"Action, Adventure, Drama, Thriller",15.43,5.7
Mean Creek,"Crime, Drama",12.43,6.9
The Ring Two,"Drama, Horror, Thriller",16.16,5.5
A Day Without a Mexican,Comedy,1.51,5.0
The Visual Bible: The Gospel of John,"Drama, History",1.55,8.2
Machuca,"Drama, Foreign",1.57,7.5
The Corporation,Documentary,4.19,7.6
Game Over: Kasparov and the Machine,"Documentary, Foreign",0.37,6.7
Vibrator,"Drama, Romance, Foreign",0.53,6.0
The Yes Men,"Comedy, Documentary",2.65,7.0
Ae Fond Kiss...,Drama,6.32,6.2
Bummer,"Action, Crime",1.4,6.0
As It Is in Heaven,"Romance, Drama, Comedy, Music",3.64,7.0
Green Tea,"Drama, Foreign, Romance",0.26,7.4
Lost Boys of Sudan,Documentary,0.16,7.7
She Hate Me,"Comedy, Drama",5.13,5.1
Azumi,"Adventure, Drama, Action, Thriller, Romance",6.42,6.5
In My Father's Den,"Drama, Thriller",6.32,7.5
The Football Factory,Drama,8.62,6.5
Tae Guk Gi: The Brotherhood of War,"Action, Adventure, Drama, History, War",9.14,7.4
Something the Lord Made,"TV Movie, Drama",3.26,7.5
Metallica: Some Kind of Monster,"Documentary, Music",3.45,6.7
Going the Distance,Comedy,2.55,5.4
Redemption: The Stan Tookie Williams Story,"Crime, Drama",2.64,5.7
Schultze Gets the Blues,"Comedy, Drama, Foreign",0.57,6.4
Born into Brothels,Documentary,2.96,6.7
Dig!,"Documentary, Music",1.53,7.2
The Girl from Monday,"Action, Comedy, Science Fiction",1.4,3.3
Riding Giants,Documentary,2.2,7.6
Dear Pillow,Drama,0.21,7.0
Word Wars,Documentary,0.55,6.1
Cruel Intentions 3,"Drama, Thriller, Romance",3.32,4.3
When Will I Be Loved,"Drama, Thriller, Romance",1.5,4.2
11:11,Horror,1.32,2.7
Muxmäuschenstill,"Comedy, Drama",0.34,7.1
What the #$*! Do We (K)now!?,Documentary,7.63,5.8
The Eye 2,"Thriller, Horror",4.5,5.5
A Scanner Darkly,"Animation, Science Fiction, Thriller",11.64,6.8
Casshern,"Drama, Horror, Science Fiction",4.66,5.7
Windstruck,"Comedy, Drama",1.9,7.2
Howard Zinn: You Can't Be Neutral on a Moving Train,Documentary,0.94,6.8
Outfoxed: Rupert Murdoch's War on Journalism,Documentary,2.78,6.9
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",Documentary,0.23,5.6
Fahrenhype 9/11,Documentary,0.2,3.0
Jerry Seinfeld: I'm Telling You for the Last Time,Comedy,4.02,7.4
Noel,"Drama, Romance",3.1,5.7
In Enemy Hands,"Action, Drama, War, Thriller",3.4,6.0
Sexual Dependency,"Drama, Foreign, Romance",0.38,5.3
Chimes at Midnight,"Comedy, Drama, History",7.08,6.8
Million Dollar Baby,Drama,14.47,7.7
The Narrow Margin,"Action, Crime, Drama, Mystery, Thriller",1.73,7.3
Hell Is for Heroes,"Action, Drama, War",3.06,6.5
Vincent & Theo,Drama,0.92,6.3
Some Came Running,Drama,1.8,6.1
Gozu,"Action, Crime, Thriller, Horror",5.0,7.2
"Goodbye, Dragon Inn","Comedy, Drama, Foreign",0.93,6.9
Hotel Rwanda,"Drama, History, War",10.26,7.5
The Mahabharata,,0.84,7.2
Sitcom,"Comedy, Drama, Thriller",1.8,6.4
Born to Dance,"Comedy, Music",0.37,8.0
Travels with My Aunt,"Comedy, Drama",4.88,6.3
Blood and Black Lace,"Horror, Mystery, Thriller",5.54,7.3
Hellraiser: Inferno,"Crime, Horror, Thriller, Mystery",6.98,5.3
Charlie and the Chocolate Factory,"Adventure, Comedy, Family, Fantasy",22.04,6.7
Auggie Rose,"Drama, Mystery, Thriller",1.09,6.5
The Wrong Box,"Crime, Comedy, Adventure",1.63,5.6
3-Iron,"Drama, Romance, Crime",12.95,7.7
It  Happens Every Spring,Comedy,0.21,6.5
The Life Aquatic with Steve Zissou,"Adventure, Comedy, Drama",6.94,7.1
The Aviator,Drama,9.87,7.0
The Phantom of the Opera,"Music, Thriller, Drama, Romance",7.68,7.0
Beyond the Sea,"Drama, Music",8.96,6.5
The Woodsman,Drama,6.98,6.9
In Good Company,"Comedy, Drama, Romance",7.68,5.9
Meet the Fockers,"Comedy, Romance",11.88,6.1
The Assassination of Richard Nixon,"Drama, History, Thriller",10.11,6.4
A Love Song for Bobby Long,Drama,5.19,6.8
The Merchant of Venice,"Drama, Romance",13.22,6.7
The River,"Drama, Foreign, Romance",0.84,7.1
Rebels of the Neon God,Drama,0.64,7.3
Captain Kidd,"Action, Adventure",1.92,5.9
Hold That Ghost,Comedy,6.2,7.1
Kamikaze Girls,"Comedy, Science Fiction",4.37,7.1
Fat Albert,"Comedy, Drama, Family",6.77,4.3
The Keys to the House,"Drama, Foreign",1.72,6.6
In the Realms of the Unreal,Documentary,1.33,7.5
White Noise,"Drama, Horror, Thriller",6.14,5.6
Underclassman,"Action, Comedy",3.9,5.5
The Upside of Anger,"Comedy, Drama",4.31,6.4
Bomb the System,Drama,0.23,7.5
Arrowhead,"Action, Western",0.74,5.7
The Grateful Dead,"Music, Documentary",1.09,7.8
Last Train from Gun Hill,"Action, Drama, Western",2.6,6.9
The Naked Jungle,"Action, Adventure, Drama, Romance",1.91,6.4
Who's the Caboose?,Comedy,0.36,6.8
A Handful of Dust,"Romance, Drama",3.7,5.9
The Pickle,"Comedy, Drama, Romance, Thriller",0.91,4.8
Wetherby,"Mystery, Drama",5.16,5.1
Little Miss Marker,"Comedy, Drama, Family, Romance",1.01,6.0
Little Miss Marker,"Drama, Family, Comedy",1.11,6.0
Sweet Liberty,"Comedy, Romance",1.03,5.7
Ghost River,Drama,0.16,6.0
It's All True,Documentary,0.0,7.5
The Phantom of the Opera,"Drama, Horror, Music, Romance, TV Movie",0.44,5.0
The Phantom of the Opera,"Drama, Horror, Music, Romance, TV Movie",0.44,5.0
The Phantom of the Opera,"Drama, Horror, Music, Romance, TV Movie",0.44,5.0
The Phantom of the Opera,"Drama, Horror, Music, Romance, TV Movie",0.44,5.0
I Remember Mama,"Drama, Family",1.6,6.8
The Last Horror Movie,"Horror, Thriller",1.49,5.3
Testament,"Action, Drama, Science Fiction",8.92,6.3
Smooth Talk,"Drama, Romance",3.31,5.6
Distant Thunder,Drama,0.41,7.5
Hell's Angels,"Action, Drama, History",5.28,6.1
Daddy's Dyin'... Who's Got the Will?,Comedy,0.28,5.7
Jinxed!,Comedy,0.02,4.7
Out Cold,"Comedy, Drama, Thriller",0.84,6.0
Heart of America,Drama,0.29,4.7
A Show of Force,"Crime, Mystery, Thriller",0.66,3.7
Son of Godzilla,Science Fiction,1.93,5.2
Man Trouble,"Comedy, Romance",0.83,4.7
"The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity","Action, Drama, Crime",2.12,7.2
Führer Ex,Drama,0.62,6.2
Stander,"Action, Crime, Drama",7.84,6.1
Hester Street,"Drama, Romance",0.53,5.6
Mikey and Nicky,"Drama, Action, Crime",0.42,6.9
The Bigamist,Drama,1.0,6.9
Freedomfighters,"War, Drama, History",0.67,6.7
Imaginary Heroes,"Comedy, Drama",2.99,6.3
Sergeant York,"Action, Drama, History, War",3.34,7.1
Ruby & Quentin,"Comedy, Crime",9.31,6.7
Deathwatch,"Drama, Horror, Thriller, War",4.77,5.9
Madame Rosa,Drama,0.18,7.3
Day of the Wacko,Comedy,2.7,7.2
Wizards,"Animation, Fantasy, Science Fiction",2.91,6.4
For Love and Gold,"Adventure, Comedy",1.85,7.5
Heartlands,"Drama, Foreign",0.94,6.3
Abbott and Costello Meet the Invisible Man,"Comedy, Horror",6.87,7.1
Abbott and Costello Go to Mars,"Comedy, Fantasy, Science Fiction",4.2,5.6
"Abbott and Costello Meet the Killer, Boris Karloff","Comedy, Horror",1.1,7.1
The Life and Death of Peter Sellers,"Drama, Comedy, Romance",3.7,6.6
The Badge,"Crime, Thriller",5.58,6.1
Appleseed,"Animation, Action, Science Fiction",8.28,6.8
The Milky Way,"Drama, Comedy",2.03,7.1
Pippi in the South Seas,"Adventure, Family",3.72,7.0
Pippi on the Run,Family,3.02,6.7
Puddle Cruiser,"Comedy, Romance",1.1,5.8
The Stickup,"Action, Thriller",0.45,5.0
Elektra,"Action, Fantasy",13.8,4.9
Racing Stripes,Comedy,4.82,5.1
Coach Carter,Drama,11.09,7.3
The Fighting Sullivans,"Drama, History, War",0.52,5.5
Iceman,"Science Fiction, Drama",2.49,5.9
Ice Station Zebra,"Action, Drama",4.03,6.2
Lugares comunes,Drama,0.48,8.0
Boys Town,Drama,1.44,6.6
Torremolinos 73,"Comedy, Drama",8.72,6.6
Zhou Yu's Train,"Drama, Foreign, Romance",0.89,6.5
Shivers,"Horror, Science Fiction",11.54,6.3
A Star Is Born,"Drama, Music, Romance",2.45,5.7
Beastmaster 2: Through the Portal of Time,"Action, Adventure, Fantasy, Science Fiction",4.04,4.6
Gold Diggers of 1935,"Music, Comedy",1.38,6.6
Rocco and His Brothers,"Crime, Drama, Thriller",4.22,7.7
Strawberries in the Supermarket,"Comedy, Foreign, Action, Adventure",1.1,6.5
The Mortal Storm,Drama,1.68,7.1
Once Upon a Honeymoon,"Comedy, Romance, Mystery",1.81,5.6
Monday Morning,"Drama, Foreign",0.51,5.3
Christmas in July,"Comedy, Romance",1.28,6.7
I Married a Witch,"Comedy, Fantasy, Horror",4.02,6.8
The Mayor of Hell,"Crime, Drama",0.87,6.6
The Miracle Woman,Drama,0.93,6.6
Moolaadé,Drama,0.76,5.9
This Girl's Life,Drama,5.19,5.1
Memories of Murder,"Crime, Drama, Thriller",8.51,7.9
The Chase,"Comedy, Thriller, Action, Crime",14.36,5.6
Hobson's Choice,"Comedy, Drama",4.88,6.7
Dr. Who and the Daleks,"Science Fiction, Adventure",2.19,6.1
Summer Storm,"Comedy, Drama",3.89,6.7
Downfall,"Drama, History, War",7.69,7.7
The White Sound,Drama,3.1,7.0
Assault on Precinct 13,Thriller,11.55,6.0
Are We There Yet?,"Adventure, Comedy, Family, Romance",9.76,5.2
Alone in the Dark,"Action, Fantasy, Horror, Thriller",5.87,3.1
Hide and Seek,"Horror, Mystery, Thriller",6.1,6.1
Aliens of the Deep,"Action, Documentary, Science Fiction",1.92,6.8
Boogeyman,"Thriller, Horror, Drama, Mystery",9.7,4.6
The Wedding Date,"Comedy, Romance",5.62,6.2
Inside I'm Dancing,Drama,4.33,7.1
Nobody Knows,Drama,5.2,7.8
Employee of the Month,"Action, Comedy",8.87,6.1
Magic in the Water,"Adventure, Fantasy, Drama, Science Fiction, Family",1.5,5.3
The Great White Hope,Drama,1.65,5.0
A Study in Terror,"Crime, Drama, Horror",1.02,6.4
Everything about Mustafa,,1.01,8.0
The Professionals,"Action, Adventure, Western",5.03,6.8
The Devil and Miss Jones,Comedy,0.84,7.2
Alice in Wonderland,"Fantasy, Family",8.61,6.1
Everyday People,Drama,0.95,7.3
Backflash,"Crime, Action",0.36,4.8
Salem's Lot,"Mystery, Horror, Thriller",9.58,6.2
The Marriage of Maria Braun,"War, Drama",2.62,7.1
The Bitter Tears of Petra von Kant,Drama,2.08,7.5
Beau Geste,"Adventure, Drama, War",3.0,7.0
At Sword's Point,Adventure,1.27,3.8
Overnight,Documentary,1.44,6.9
Le Trou,"Crime, Drama, Thriller",5.83,8.2
Lessons of Darkness,"War, Documentary",1.73,8.3
Fata Morgana,"Documentary, Foreign",1.09,6.4
Double Dragon,"Action, Adventure, Comedy, Science Fiction",5.19,3.9
Mac and Me,"Family, Fantasy, Science Fiction",4.43,4.0
Scorchers,"Comedy, Drama, Romance",0.19,4.8
Rosenstrasse,"Drama, History",0.64,6.5
Casque d'Or,"Crime, Drama, Romance",4.72,7.6
Touchez Pas au Grisbi,"Action, Crime, Drama, Thriller",6.61,6.9
The Matchmaker,"Comedy, Romance",0.17,8.3
The Ballad of the Sad Cafe,"Drama, Romance, Comedy, Mystery",0.88,5.0
The Deceivers,"Thriller, Drama, Action",0.88,6.1
Siberia,"Drama, Crime, Romance, Foreign",0.4,5.5
Purple Butterfly,"War, Drama, History",0.19,7.0
Easy,"Comedy, Drama, Romance",0.87,5.8
El Cid,"Action, Drama, History, Romance, War",4.15,6.8
Going All the Way,Drama,5.66,4.9
A Taxing Woman,"Comedy, Crime",0.76,5.8
The Bunker,"Action, History, Horror",4.42,5.8
A Fine Madness,"Comedy, Drama, Romance",0.25,6.8
Reap the Wild Wind,"Adventure, Drama",1.08,6.9
2009: Lost Memories,"Action, Drama, Foreign, Science Fiction, Thriller",2.11,5.2
The Architecture of Doom,Documentary,0.02,6.8
Inferno,"Romance, Thriller, Crime, Drama",2.29,5.9
Howl's Moving Castle,"Fantasy, Animation, Adventure",16.14,8.2
Steamboy,"Animation, Fantasy, Science Fiction",8.35,6.4
Gorgeous,"Adventure, Action, Comedy, Romance",7.23,6.0
The Blade,"Drama, Action",0.75,6.4
Assisted Living,"Comedy, Drama",0.26,7.5
The Nomi Song,"Documentary, Foreign",0.47,6.7
Hitch,"Comedy, Drama, Romance",13.35,6.3
Pooh's Heffalump Movie,"Animation, Family",10.1,6.3
Inside Deep Throat,"History, Documentary",3.22,6.8
Uncle Nino,"Comedy, Drama, Family",0.03,0.0
Bride & Prejudice,"Drama, Comedy, Music, Romance",9.56,6.5
Constantine,"Drama, Fantasy, Horror",9.62,6.6
Son of the Mask,"Fantasy, Comedy, Family, Adventure",6.51,3.6
Because of Winn-Dixie,"Comedy, Drama, Family",6.07,6.1
Turtles Can Fly,Drama,3.28,7.2
Beautiful Boxer,Drama,1.72,6.2
Pauly Shore Is Dead,Comedy,2.09,4.9
Bunny Lake Is Missing,"Thriller, Mystery",11.74,6.6
Jeremy,"Drama, Family, Romance",0.49,5.0
Don't Tell Her It's Me,"Comedy, Romance",1.92,5.8
Until September,"Drama, Romance",0.49,6.3
Night and the City,"Drama, Thriller",11.81,7.6
Frozen Land,Drama,1.42,6.8
Big Girls Don't Cry,Drama,0.94,6.4
White Banners,,0.18,6.0
Night Watch,"Fantasy, Action, Thriller",8.8,6.3
Dot the I,"Comedy, Drama, Romance, Thriller",4.64,6.0
Sister Helen,Documentary,0.1,7.0
Bright Leaves,Documentary,0.35,6.5
Topper Returns,"Comedy, Fantasy, Mystery, Romance",1.0,5.8
Sons of the Desert,"Action, Comedy",4.31,7.2
Morocco,"Drama, Romance",1.69,6.6
Surplus: Terrorized Into Being Consumers,Documentary,0.34,5.8
Man of the House,"Comedy, Action",5.83,5.4
Samson and Delilah,"Drama, Romance",2.53,6.1
Kung Fu Hustle,"Action, Comedy, Crime, Fantasy",8.64,7.2
Shark Skin Man and Peach Hip Girl,"Comedy, Action, Thriller, Mystery",0.65,6.7
The Five People You Meet In Heaven,"Drama, Fantasy, Science Fiction",3.3,6.9
"No Retreat, No Surrender",Action,8.9,5.6
The ChubbChubbs!,"Animation, Comedy, Science Fiction",1.86,6.6
Travellers and Magicians,"Adventure, Drama, Foreign",0.64,6.8
Želary,"Drama, Romance",2.06,7.3
Dragonworld,"Adventure, Fantasy",0.31,5.9
Dr. Giggles,"Comedy, Horror, Mystery, Thriller",1.25,5.1
The Corn Is Green,Drama,0.95,7.3
The Seven-Per-Cent Solution,"Thriller, Mystery",1.31,7.1
The Three Musketeers,"Action, Adventure, Comedy, Drama",11.81,6.8
Royal Flash,"Adventure, Comedy, Romance",1.99,6.0
Masculin Féminin,"Drama, Romance",3.77,7.6
Fallen Angel,"Crime, Mystery, Romance",3.24,5.8
The Four Feathers,"War, Adventure, Drama, Romance",7.06,7.3
The Phone Box,"Horror, Thriller, Drama",1.49,6.7
Night of the Demon,"Horror, Mystery",3.24,6.9
Control,"Comedy, Crime, Thriller",3.57,7.4
Beautiful City,Drama,0.83,7.7
Five Times Two,"Drama, Romance",4.55,6.0
Tart,"Comedy, Drama, Romance",1.1,5.1
Bed and Board,"Comedy, Drama, Romance",11.98,7.2
Germany Year Zero,"War, Drama",2.67,7.5
Tombs of the Blind Dead,Horror,1.2,5.6
The Sicilian Clan,Crime,4.84,7.1
Love Me Tonight,"Comedy, Music, Romance",1.98,5.5
A Hole in My Heart,Drama,8.05,4.5
Bigger Than the Sky,"Comedy, Romance",1.53,4.7
Diary of a Mad Black Woman,"Comedy, Drama, Romance",4.82,6.4
Cursed,"Horror, Comedy",8.95,5.1
Up and Down,"Comedy, Drama, Foreign",0.88,8.2
Gory Gory Hallelujah,,0.08,1.0
The Pacifier,"Action, Comedy, Drama, Family, Thriller",7.82,5.8
Be Cool,"Comedy, Crime",13.31,5.4
Gunner Palace,"Documentary, History, War",0.8,5.9
Walk on Water,Drama,1.71,6.5
Hostage,"Mystery, Drama, Thriller, Crime",9.69,6.2
Robots,"Animation, Comedy, Family, Science Fiction",12.95,6.0
The Laughing Policeman,"Crime, Drama, Thriller",1.58,5.8
Bopha!,Drama,0.07,0.0
Class Action,Drama,5.23,6.4
The Cat and the Canary,"Drama, Horror, Comedy, Thriller, Mystery",0.42,7.0
Courage Mountain,"Drama, Family",0.13,7.1
Kiss The Bride,"Comedy, Drama, Romance",0.98,5.4
Godzilla vs. The Sea Monster,"Fantasy, Action, Science Fiction, Foreign",2.1,5.7
Godzilla vs. Mechagodzilla II,"Action, Drama, Fantasy, Foreign, Science Fiction",2.13,6.7
That Championship Season,Drama,0.65,4.3
Crush,"Comedy, Drama, Romance, Thriller",0.0,5.5
DNA,"Horror, Thriller, Science Fiction",1.8,3.5
The Low Life,,0.58,6.0
Rendez-vous,"Drama, Romance",2.69,4.5
"Oh, God! You Devil",Comedy,0.63,5.5
Amongst Friends,"Crime, Drama, Action",0.11,4.3
Asfalto,"Drama, Mystery, Thriller",0.55,6.0
God Is Brazilian,"Adventure, Comedy, Fantasy",2.03,5.5
Captains of April,"Drama, History, War",0.93,6.5
Blackball,"Comedy, Foreign",1.43,5.6
The Agony and the Ecstasy,Drama,2.12,6.8
Return to Peyton Place,"Drama, Romance",0.61,7.2
Butch and Sundance: The Early Days,Western,0.63,4.6
It Happened to Jane,"Comedy, Romance",0.74,6.6
Once Upon a Forest,"Animation, Family, Adventure",3.14,6.2
Hello Down There,Comedy,0.24,5.3
All in a Night's Work,"Comedy, Romance",0.31,5.5
Twentieth Century,"Comedy, Romance",2.74,6.4
My Sister Eileen,"Comedy, Music",0.42,7.3
Strangers When We Meet,Romance,0.63,3.8
Or (My Treasure),Drama,0.79,6.0
Chronicles,"Crime, Drama, Thriller",7.49,7.0
Lackawanna Blues,Drama,1.52,6.0
The Green Berets,"War, Drama",9.39,5.8
Elevator to the Gallows,"Drama, Thriller, Crime",5.18,7.6
The Diary of a Chambermaid,"Drama, Romance",0.32,5.9
Violent Cop,"Action, Crime, Drama",3.47,7.1
Four Shades of Brown,"Comedy, Drama",1.35,5.8
Brian's Song,"Drama, TV Movie",2.62,7.1
Thriller: A Cruel Picture,"Horror, Thriller",3.81,6.5
Cube Zero,"Mystery, Science Fiction, Thriller",8.76,5.7
Into the Sun,"Action, Adventure, Drama, Thriller",3.61,4.2
Project Grizzly,Documentary,0.32,5.6
Lumikuningatar,,0.0,7.0
Julia,Drama,8.07,6.3
Save the Green Planet!,"Comedy, Drama, Horror, Science Fiction",7.38,6.8
Stealing Rembrandt,"Action, Comedy",1.39,5.6
A Snake of June,"Drama, Thriller, Romance, Foreign",1.88,6.7
Thirty Seconds Over Tokyo,"History, War, Drama",1.21,6.5
Vares: Private Eye,"Action, Comedy, Crime",0.94,6.2
Girl Crazy,"Comedy, Music, Romance",0.74,7.5
The 3 Penny Opera,"Comedy, Drama, Music",1.16,7.4
The Boys from County Clare,"Romance, Comedy, Music",0.23,6.5
Ice Princess,"Drama, Comedy, Family",9.31,5.9
Melinda and Melinda,"Comedy, Drama, Romance",6.12,6.3
Milk and Honey,Drama,0.0,0.0
Miss Congeniality 2: Armed and Fabulous,"Action, Comedy",5.74,5.3
Guess Who,"Comedy, Romance",6.72,5.5
D.E.B.S.,Action,5.16,5.6
A League of Ordinary Gentlemen,Documentary,0.01,0.0
Incident at Loch Ness,"Adventure, Comedy, Horror",1.73,5.8
The River,"Drama, Romance",1.76,6.5
Virginia's Run,"Drama, Family",0.35,6.5
Yanks,"Romance, Drama, War",1.67,5.7
Paradise Alley,"Action, Adventure, Drama",5.63,5.5
The Seagull's Laughter,"Drama, Comedy",0.85,6.4
Wild Horses,"Action, Drama, Foreign",0.57,6.1
Woman Thou Art Loosed,Drama,0.13,5.0
Arrowsmith,Drama,0.23,6.0
Barbary Coast,"Action, Romance",0.78,4.8
Stella Dallas,"Drama, Romance",3.53,6.7
Free Radicals,"Comedy, Drama, Romance",0.29,5.0
The Unfaithful,"Thriller, Drama, Crime",0.99,5.8
Come and Get It,"Drama, Romance",0.69,5.4
Panic in the Streets,"Drama, Thriller, Crime",8.16,7.1
Call Northside 777,"Crime, Drama",2.23,6.8
Young Törless,"Thriller, Drama, History",1.63,5.7
Bells Are Ringing,"Comedy, Music, Romance",5.22,5.6
Finian's Rainbow,"Music, Romance, Family, Fantasy",3.1,5.3
The Toolbox Murders,Horror,2.16,5.4
The Sword of Doom,"Action, Drama",2.4,7.6
Deep Crimson,"Romance, Drama, Crime",0.32,6.3
800 Bullets,"Action, Comedy",1.39,6.0
Matango: Attack of the Mushroom People,"Science Fiction, Fantasy, Horror",1.07,6.1
Ebola Syndrome,"Crime, Comedy",2.38,6.5
The Music of Chance,Drama,0.77,5.6
Tammy and the T-Rex,"Comedy, Science Fiction",0.62,4.5
Mixed Blood,Action,0.0,5.9
If Looks Could Kill,"Adventure, Action, Comedy",3.89,5.6
Greedy,Comedy,9.43,5.9
Carmen,"Drama, Music, Romance",1.09,5.5
My Neighbors the Yamadas,"Animation, Family",5.11,7.0
Pom Poko,"Adventure, Animation, Fantasy",9.61,7.2
Knockin' on Heaven's Door,"Comedy, Crime",7.2,7.6
City of Hope,Drama,1.27,5.3
We're No Angels,"Romance, Comedy, Crime",5.83,6.9
Sons and Lovers,Drama,2.58,6.8
The Arrow,"Documentary, Drama",0.57,4.7
Ruggles of Red Gap,"Comedy, Romance",1.18,5.1
Greetings,Comedy,1.16,5.2
End of the Century: The Story of The Ramones,Documentary,1.02,7.9
Love Letter,"Drama, Romance",2.74,7.9
Natural City,Science Fiction,3.89,5.2
This Sporting Life,Drama,2.19,6.8
A Touch of Zen,"Action, Adventure",2.06,7.7
Walker,"Drama, History, Western",1.8,6.4
Zu: Warriors from the Magic Mountain,"Action, Comedy, Drama, Fantasy, Mystery",1.4,6.6
Whistle Down the Wind,"Drama, Crime",1.74,6.6
The Earrings of Madame de...,"Drama, Romance",3.84,7.8
No One Writes to the Colonel,"Drama, Foreign",0.58,3.6
Speedy,Comedy,1.16,7.8
Memories,"Fantasy, Animation, Science Fiction",4.65,7.2
Invasion of Astro-Monster,"Romance, Science Fiction, Action, Adventure",2.82,6.2
Harvie Krumpet,"Animation, Comedy",5.56,7.0
Intimate Affairs,"Drama, Comedy",0.91,4.9
The Wild Parrots of Telegraph Hill,Documentary,0.88,7.3
The Ballad of Jack and Rose,Drama,4.17,6.5
Sin City,"Action, Thriller, Crime",15.01,7.2
Beauty Shop,"Comedy, Romance",6.8,5.4
Look at Me,"Drama, Comedy",1.61,6.4
Dust to Glory,Documentary,0.51,5.4
Sahara,"Action, Adventure, Comedy, Drama, Mystery",8.95,5.7
Fever Pitch,"Comedy, Drama, Romance",6.73,5.9
Winter Solstice,Drama,0.44,5.3
Smile,"Drama, Family",0.68,6.0
Eye of the Tiger,"Action, Drama",4.28,5.1
Not on the Lips,"Comedy, Romance",1.81,5.9
