director,title,release_date,budget,revenue,return
Penelope Spheeris,Senseless,1998-02-20,0,13035599.0,0.0
Barry Levinson,Wag the Dog,1997-12-25,15000000,64256513.0,4.28
Alex Proyas,Dark City,1998-02-27,27000000,27200316.0,1.01
John Duigan,The Leading Man,1996-12-12,0,0.0,0.0
Manny Coto,Star Kid,1997-01-16,0,7.0,0.0
Mikael Salomon,Hard Rain,1998-01-16,70000000,19870567.0,0.28
Tamra Davis,Half Baked,1998-01-16,8000000,17460020.0,2.18
Gregory Hoblit,Fallen,1998-01-16,0,25232289.0,0.0
Stefan Schwartz,Shooting Fish,1997-08-22,3000000,302204.0,0.1
Greg Spence,The Prophecy II,1998-01-20,0,0.0,0.0
Wong Kar-wai,Fallen Angels,1995-09-06,0,0.0,0.0
Bruno Barreto,Four Days in September,1997-05-01,0,310724.0,0.0
Bob Spiers,Spice World,1997-12-19,25000000,100000000.0,4.0
Stephen Sommers,Deep Rising,1998-01-30,45000000,11203026.0,0.25
Brian Evans,Tainted,1998-05-18,0,0.0,0.0
Bret Michaels,A Letter from Death Row,1998-11-17,0,0.0,0.0
Charlie Peters,Music from Another Room,1998-04-24,0,0.0,0.0
Alexander Sokurov,Mother and Son,1997-02-20,0,0.0,0.0
Antoine Fuqua,The Replacement Killers,1998-02-06,30000000,19204929.0,0.64
Michael Radford,B. Monkey,1998-11-07,0,0.0,0.0
Mark Pavia,The Night Flier,1997-04-30,1000000,91549.0,0.09
John Landis,Blues Brothers 2000,1998-02-05,28000000,14051384.0,0.5
Shinya Tsukamoto,Tokyo Fist,1995-01-01,0,0.0,0.0
Millicent Shelton,Ride,1998-03-27,0,0.0,0.0
Frank Coraci,The Wedding Singer,1998-02-13,18000000,123306987.0,6.85
Barry Levinson,Sphere,1998-02-13,75000000,13100000.0,0.17
Michael Paxton,Ayn Rand: A Sense of Life,1998-02-13,0,0.0,0.0
Robert Dornhelm,A Further Gesture,1997-01-01,0,0.0,0.0
Roberto Benabib,Little City,1997-04-04,0,0.0,0.0
Volker Schlöndorff,Palmetto,1998-02-20,0,0.0,0.0
James L. Brooks,As Good as It Gets,1997-12-19,50000000,314178011.0,6.28
Abel Ferrara,King of New York,1990-07-18,1000000,2554476.0,2.55
Kari Skogland,Men with Guns,1998-03-06,0,0.0,0.0
Robert Benton,Twilight,1998-03-06,0,0.0,0.0
Stuart Baird,U.S. Marshals,1998-03-06,60000000,102367405.0,1.71
Stephan Elliott,Welcome to Woop Woop,1998-08-13,0,0.0,0.0
Richard Kwietniowski,Love and Death on Long Island,1997-01-01,0,0.0,0.0
Jorge Fons,Midaq Alley,1995-05-05,0,0.0,0.0
Zalman King,In God's Hands,1998-04-24,0,0.0,0.0
"David Breashears, Stephen Judson, Greg MacGillivray",Everest,1998-03-06,0,76447420.0,0.0
Jonathan Darby,Hush,1998-03-06,0,0.0,0.0
Peter O'Fallon,Suicide Kings,1997-09-06,0,0.0,0.0
Randall Wallace,The Man in the Iron Mask,1998-03-12,0,0.0,0.0
Richard Linklater,The Newton Boys,1998-03-26,27000000,76000000.0,2.81
John McNaughton,Wild Things,1998-03-20,20000000,67200000.0,3.36
John Roberts,Paulie,1998-04-17,0,0.0,0.0
John N. Smith,"A Cool, Dry Place",1998-01-29,0,0.0,0.0
Takeshi Kitano,Fireworks,1997-09-03,0,0.0,0.0
Mike Nichols,Primary Colors,1998-03-20,65000000,0.0,0.0
Bob Gosse,"Niagara, Niagara",1997-08-30,0,168462.0,0.0
M. Night Shyamalan,Wide Awake,1998-03-20,6000000,0.0,0.0
Boaz Yakin,A Price Above Rubies,1998-03-26,0,1081957.0,0.0
Howard Goldberg,Eden,1996-01-01,0,0.0,0.0
James Toback,Two Girls and a Guy,1997-09-07,1000000,2057193.0,2.06
Edward Burns,No Looking Back,1998-03-27,0,0.0,0.0
Jonathan Demme,Storefront Hitchcock,1998-03-27,0,0.0,0.0
Lesli Linka Glatter,The Proposition,1998-03-26,147773,0.0,0.0
Nicholas Hytner,The Object of My Affection,1998-04-17,15000000,46905889.0,3.13
Steve Boyum,Meet the Deedles,1998-03-27,24000000,4562146.0,0.19
Stephen Gyllenhaal,Homegrown,1998-01-01,0,271375.0,0.0
Ice Cube,The Players Club,1998-04-08,0,0.0,0.0
Steve Gomer,Barney's Great Adventure,1998-01-01,0,0.0,0.0
Michael Moore,The Big One,1997-09-06,0,720074.0,0.0
Wayne Wang,Chinese Box,1997-09-04,0,0.0,0.0
Stephen Hopkins,Lost in Space,1998-04-03,80000000,136159423.0,1.7
Craig Lahiff,Heaven's Burning,1997-09-04,0,0.0,0.0
Harold Becker,Mercury Rising,1998-04-03,60000000,0.0,0.0
David Mamet,The Spanish Prisoner,1997-09-08,10000000,13835130.0,1.38
Brad Silberling,City of Angels,1998-04-10,55000000,198685114.0,3.61
Whit Stillman,The Last Days of Disco,1998-05-29,8000000,0.0,0.0
Howard Deutch,The Odd Couple II,1998-04-09,0,0.0,0.0
Michael Lehmann,My Giant,1998-04-10,0,7985929.0,0.0
Spike Lee,He Got Game,1998-05-01,25000000,21567853.0,0.86
Robert Altman,The Gingerbread Man,1998-01-23,0,0.0,0.0
Nick Gomez,Illtown,1996-07-09,0,0.0,0.0
Barnet Kellman,Slappy and the Stinkers,1998-01-23,0,0.0,0.0
Pedro Almodóvar,Live Flesh,1997-10-28,0,1535558.0,0.0
Jake Kasdan,Zero Effect,1998-01-30,5000000,1980338.0,0.4
Gary Oldman,Nil by Mouth,1997-05-08,9000000,0.0,0.0
John Johnson,Ratchet,1996-09-12,0,0.0,0.0
Peter Hewitt,The Borrowers,1997-12-05,29000000,0.0,0.0
Anthony Hickox,Prince Valiant,1997-07-24,0,0.0,0.0
Julie Davis,"I Love You, Don't Touch Me!",1997-01-21,0,0.0,0.0
David DeCoteau,Leather Jacket Love Story,1998-02-20,67000,0.0,0.0
Juan José Campanella,Love Walked In,1997-01-18,0,0.0,0.0
"Alan Smithee, Arthur Hiller","An Alan Smithee Film: Burn, Hollywood, Burn",1998-02-20,10000000,45779.0,0.0
Doug Ellin,Kissing a Fool,1998-02-27,0,0.0,0.0
Todd Holland,Krippendorf's Tribe,1998-02-27,0,0.0,0.0
Nick Broomfield,Kurt & Courtney,1998-02-27,0,0.0,0.0
Tom DiCillo,The Real Blonde,1997-09-14,0,0.0,0.0
Sammo Hung,Mr. Nice Guy,1997-01-31,12716953,18814720.0,1.48
Abbas Kiarostami,Taste of Cherry,1997-09-28,0,0.0,0.0
Mike van Diem,Character,1997-04-17,4500000,0.0,0.0
Pål Sletaune,Junk Mail,1997-02-21,0,0.0,0.0
Peter Medak,Species II,1998-04-10,35000000,19165560.0,0.55
John Warren,Major League: Back to the Minors,1998-04-17,0,3572443.0,0.0
Larry David,Sour Grapes,1998-01-01,0,0.0,0.0
Barbara Kopple,Wild Man Blues,1997-01-16,0,425788.0,0.0
Kirk Wong,The Big Hit,1998-04-24,13000000,27007143.0,2.08
Carl Schenkel,Tarzan and the Lost City,1998-04-24,0,0.0,0.0
Kevin Hooks,Black Dog,1998-05-01,0,0.0,0.0
Tim McCanlies,"Dancer, Texas Pop. 81",1998-05-01,0,565592.0,0.0
"Leonid Boyko, Vyacheslav Krishtofovich",A Friend of the Deceased,1997-09-10,0,0.0,0.0
Michael Winterbottom,Go Now,1995-09-16,0,0.0,0.0
Bille August,Les Misérables,1998-05-01,0,14096321.0,0.0
James F. Robinson,Still Breathing,1997-09-01,0,0.0,0.0
Jill Sprecher,Clockwatchers,1997-01-01,0,0.0,0.0
Mimi Leder,Deep Impact,1998-05-08,75000000,140464664.0,1.87
Rodney Gibbons,Little Men,1998-05-08,0,0.0,0.0
Daisy von Scherler Mayer,Woo,1998-05-08,13000000,8026971.0,0.62
Thom Fitzgerald,The Hanging Garden,1997-01-01,0,0.0,0.0
John Duigan,Lawn Dogs,1997-11-21,7000000,0.0,0.0
Frederik Du Chau,Quest for Camelot,1998-05-15,40000000,38172500.0,0.95
Roland Emmerich,Godzilla,1998-05-20,130000000,379014294.0,2.92
Warren Beatty,Bulworth,1998-05-15,30000000,29202884.0,0.97
Terry Gilliam,Fear and Loathing in Las Vegas,1998-05-22,18500000,10680275.0,0.58
Don Roos,The Opposite of Sex,1998-05-22,5000000,5879254.0,1.18
Michael Martin,I Got the Hook Up,1998-05-27,0,0.0,0.0
Christopher Guest,Almost Heroes,1998-05-29,0,0.0,0.0
Forest Whitaker,Hope Floats,1998-05-29,0,0.0,0.0
Erik Skjoldbjærg,Insomnia,1997-03-14,0,0.0,0.0
Antonio Tibaldi,Little Boy Blue,1997-06-01,0,0.0,0.0
Scott Reynolds,The Ugly,1997-08-26,0,0.0,0.0
Andrew Davis,A Perfect Murder,1998-06-05,60000000,128038368.0,2.13
Caroline Link,Beyond Silence,1996-12-18,0,0.0,0.0
Ivan Reitman,Six Days Seven Nights,1998-06-12,70000000,164000000.0,2.34
"Harry Elfont, Deborah Kaplan",Can't Hardly Wait,1998-06-12,10000000,25605015.0,2.56
Des McAnuff,Cousin Bette,1998-06-12,0,0.0,0.0
Lisa Cholodenko,High Art,1998-06-12,0,1929168.0,0.0
David Leland,The Land Girls,1998-09-25,0,0.0,0.0
Lavinia Currier,Passion in the Desert,1997-08-31,0,0.0,0.0
Majid Majidi,Children of Heaven,1997-08-01,180000,900000.0,5.0
Tim Kirkman,Dear Jesse,1998-10-10,0,0.0,0.0
Tiffanie DeBartolo,Dream for an Insomniac,1996-04-18,0,24.0,0.0
Christopher Scott Cherot,Hav Plenty,1997-09-11,0,0.0,0.0
Hal Hartley,Henry Fool,1997-09-07,0,1334786.0,0.0
Manuel Pradal,Marie from the Bay of Angels,1998-06-19,0,0.0,0.0
Noah Baumbach,Mr. Jealousy,1997-09-11,0,0.0,0.0
"Tony Bancroft, Barry Cook",Mulan,1998-06-18,90000000,304320254.0,3.38
Marc Evans,Resurrection Man,1998-02-13,0,0.0,0.0
Rob Bowman,The X Files,1998-06-19,66000000,189198313.0,2.87
Paddy Breathnach,I Went Down,1997-10-03,0,0.0,0.0
Betty Thomas,Doctor Dolittle,1998-06-22,71000000,294456605.0,4.15
Steven Soderbergh,Out of Sight,1998-06-26,48000000,77745568.0,1.62
Peter Weir,Picnic at Hanging Rock,1975-09-02,0,0.0,0.0
Chris Eyre,Smoke Signals,1998-01-16,0,0.0,0.0
Manoel de Oliveira,Voyage to the Beginning of the World,1997-05-05,0,0.0,0.0
Vincent Gallo,Buffalo '66,1998-01-20,1500000,2375097.0,1.58
Michael Bay,Armageddon,1998-07-01,140000000,553799566.0,3.96
Richard Donner,Lethal Weapon 4,1998-07-10,140000000,285444603.0,2.04
Daisy von Scherler Mayer,Madeline,1998-07-10,0,0.0,0.0
Joe Dante,Small Soldiers,1998-07-10,40000000,54682547.0,1.37
Darren Aronofsky,Pi,1998-07-10,60000,3221152.0,53.69
Susan Skoog,Whatever,1998-07-10,0,0.0,0.0
"Bobby Farrelly, Peter Farrelly",There's Something About Mary,1998-07-15,23000000,369884651.0,16.08
Edward D. Wood Jr.,Plan 9 from Outer Space,1959-07-22,60000,0.0,0.0
William A. Wellman,Wings,1927-08-12,2000000,0.0,0.0
Harry Beaumont,The Broadway Melody,1929-02-08,379000,4358000.0,11.5
Lewis Milestone,All Quiet on the Western Front,1930-04-29,1250000,0.0,0.0
Wesley Ruggles,Cimarron,1931-02-09,0,0.0,0.0
Edmund Goulding,Grand Hotel,1932-05-25,700000,2594000.0,3.71
Frank Lloyd,Cavalcade,1933-02-08,1180280,7630000.0,6.46
Frank Lloyd,Mutiny on the Bounty,1935-11-08,1950000,4460000.0,2.29
Robert Z. Leonard,The Great Ziegfeld,1936-04-08,0,0.0,0.0
William Dieterle,The Life of Emile Zola,1937-10-02,0,0.0,0.0
Frank Capra,You Can't Take It With You,1938-08-23,1644736,7433101.0,4.52
John Ford,How Green Was My Valley,1941-10-28,1250000,6000000.0,4.8
William Wyler,Mrs. Miniver,1942-06-04,1344000,13500000.0,10.04
Leo McCarey,Going My Way,1944-05-15,0,16300000.0,0.0
Billy Wilder,The Lost Weekend,1945-11-25,1250000,11000000.0,8.8
William Wyler,The Best Years of Our Lives,1946-12-25,2100000,23650000.0,11.26
Elia Kazan,Gentleman's Agreement,1947-11-11,2000000,7800000.0,3.9
Laurence Olivier,Hamlet,1948-03-25,750000,0.0,0.0
Robert Rossen,All the King's Men,1949-11-08,0,0.0,0.0
Cecil B. DeMille,The Greatest Show on Earth,1952-01-10,4000000,36000000.0,9.0
Fred Zinnemann,From Here to Eternity,1953-08-28,1650000,30500000.0,18.48
Elia Kazan,On the Waterfront,1954-06-22,910000,9600000.0,10.55
Delbert Mann,Marty,1955-04-11,343000,3000000.0,8.75
"Jerome Robbins, Robert Wise",West Side Story,1961-10-18,6000000,43656822.0,7.28
Tony Richardson,Tom Jones,1963-10-06,1000000,37600000.0,37.6
Fred Zinnemann,A Man for All Seasons,1966-12-12,3900000,28350000.0,7.27
Norman Jewison,In the Heat of the Night,1967-08-02,2000000,27379978.0,13.69
Carol Reed,Oliver!,1968-09-26,10000000,37402877.0,3.74
John Schlesinger,Midnight Cowboy,1969-05-25,3600000,44785053.0,12.44
William Friedkin,The French Connection,1971-10-09,1800000,41158757.0,22.87
John G. Avildsen,Rocky,1976-11-21,1000000,117235147.0,117.24
Robert Benton,Kramer vs. Kramer,1979-12-18,8000000,106260000.0,13.28
Robert Redford,Ordinary People,1980-09-19,6000000,0.0,0.0
Hugh Hudson,Chariots of Fire,1981-05-15,5500000,58972904.0,10.72
James L. Brooks,Terms of Endearment,1983-11-20,8000000,0.0,0.0
Sydney Pollack,Out of Africa,1985-12-20,31000000,128499205.0,4.15
Bernardo Bertolucci,The Last Emperor,1987-10-21,23000000,43984230.0,1.91
Barry Levinson,Rain Man,1988-12-11,25000000,412800000.0,16.51
Bruce Beresford,Driving Miss Daisy,1989-12-13,7500000,145793296.0,19.44
Woody Allen,Take the Money and Run,1969-08-18,1500000,0.0,0.0
Alan J. Pakula,Klute,1971-06-21,2500000,0.0,0.0
Alex Cox,Repo Man,1984-02-20,1500000,2300000.0,1.53
Whit Stillman,Metropolitan,1990-08-03,225000,0.0,0.0
Jim Henson,Labyrinth,1986-06-27,25000000,12729917.0,0.51
John Hughes,The Breakfast Club,1985-02-15,1000000,51525171.0,51.53
Jack Sholder,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,3000000,29999213.0,10.0
Chuck Russell,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,5000000,44793222.0,8.96
Renny Harlin,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,7000000,72500000.0,10.36
Stephen Hopkins,A Nightmare on Elm Street 5: The Dream Child,1989-08-11,8000000,22168359.0,2.77
Rachel Talalay,Freddy's Dead: The Final Nightmare,1991-09-05,11000000,34872033.0,3.17
Sean S. Cunningham,Friday the 13th,1980-05-09,550000,59754601.0,108.64
Steve Miner,Friday the 13th Part 2,1981-05-01,1250000,21722776.0,17.38
Steve Miner,Friday the 13th Part III,1982-08-13,4000000,36690067.0,9.17
Joseph Zito,Friday the 13th: The Final Chapter,1984-04-13,2600000,32980880.0,12.68
Danny Steinmann,Friday the 13th: A New Beginning,1985-03-22,2200000,21930418.0,9.97
Tom McLoughlin,Friday the 13th Part VI: Jason Lives,1986-08-01,3000000,19472057.0,6.49
John Carl Buechler,Friday the 13th Part VII: The New Blood,1988-05-13,2800000,19170001.0,6.85
Rob Hedden,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,5000000,14000000.0,2.8
John Carpenter,Halloween,1978-10-25,300000,70000000.0,233.33
Rick Rosenthal,Halloween II,1981-10-30,2500000,25533818.0,10.21
Tommy Lee Wallace,Halloween III: Season of the Witch,1982-10-22,2500000,14400000.0,5.76
Dwight H. Little,Halloween 4: The Return of Michael Myers,1988-10-21,5000000,17768757.0,3.55
Dominique Othenin-Girard,Halloween 5: The Revenge of Michael Myers,1989-10-12,5000000,11642254.0,2.33
Paul Lynch,Prom Night,1980-07-18,1000000,14796236.0,14.8
Bruce Pittman,Hello Mary Lou: Prom Night II,1987-11-13,0,2683519.0,0.0
"Peter R. Simpson, Ron Oliver",Prom Night III: The Last Kiss,1990-03-30,0,0.0,0.0
Clay Borris,Prom Night IV: Deliver Us from Evil,1992-02-14,0,0.0,0.0
Tom Holland,Child's Play,1988-11-08,9000000,44196684.0,4.91
John Lafia,Child's Play 2,1990-11-09,13000000,35763605.0,2.75
Jack Bender,Child's Play 3,1991-08-30,13000000,20560255.0,1.58
Tobe Hooper,Poltergeist,1982-06-04,10700000,122200000.0,11.42
Brian Gibson,Poltergeist II: The Other Side,1986-05-23,19000000,40996665.0,2.16
Gary Sherman,Poltergeist III,1988-06-10,10500000,14144000.0,1.35
William Friedkin,The Exorcist,1973-12-26,8000000,441306145.0,55.16
John Boorman,Exorcist II: The Heretic,1977-06-17,14000000,30749142.0,2.2
William Peter Blatty,The Exorcist III,1990-08-17,0,39024251.0,0.0
Richard Donner,Lethal Weapon,1987-03-06,15000000,120207127.0,8.01
Richard Donner,Lethal Weapon 2,1989-07-07,25000000,227853986.0,9.11
Richard Donner,Lethal Weapon 3,1992-05-15,35000000,321731527.0,9.19
Joe Dante,Gremlins,1984-06-07,11000000,153083102.0,13.92
Joe Dante,Gremlins 2: The New Batch,1990-06-15,50000000,41482207.0,0.83
Richard Donner,The Goonies,1985-06-06,19000000,61503218.0,3.24
Martin Campbell,The Mask of Zorro,1998-07-16,95000000,250288523.0,2.63
Theresa Connelly,Polish Wedding,1998-01-16,0,0.0,0.0
Michael Oblowitz,"This World, Then the Fireworks",1997-07-11,0,0.0,0.0
Richard Fleischer,Soylent Green,1973-04-19,0,3600000.0,0.0
Fritz Lang,Metropolis,1927-01-10,92620000,650422.0,0.01
Robert Zemeckis,Back to the Future Part II,1989-11-20,40000000,332000000.0,8.3
Robert Zemeckis,Back to the Future Part III,1990-05-25,40000000,244527583.0,6.11
"Ronald Neame, Irwin Allen",The Poseidon Adventure,1972-12-01,5000000,84563118.0,16.91
Gary Nelson,Freaky Friday,1976-12-17,0,0.0,0.0
Robert Stevenson,The Absent-Minded Professor,1961-03-16,0,0.0,0.0
Vincent McEveety,The Apple Dumpling Gang Rides Again,1979-06-27,0,0.0,0.0
"Jack Donohue, Austen Jewell",Babes in Toyland,1961-12-14,0,0.0,0.0
"David Hand, James Algar, Samuel Armstrong, William Roberts, Paul Satterfield, Graham Heid, Norman Wright",Bambi,1942-08-14,858000,267447150.0,311.71
Akira Kurosawa,Seven Samurai,1954-04-26,2000000,271841.0,0.14
Stephen Frears,Dangerous Liaisons,1988-12-16,14000000,34670720.0,2.48
David Lynch,Dune,1984-12-14,40000000,30925690.0,0.77
Martin Scorsese,The Last Temptation of Christ,1988-08-12,7000000,8373585.0,1.2
Francis Ford Coppola,The Godfather: Part III,1990-12-24,54000000,136766062.0,2.53
Michael Tolkin,The Rapture,1991-10-04,1227401,1277401.0,1.04
Adrian Lyne,Lolita,1997-09-27,62000000,1060056.0,0.02
David Nutter,Disturbing Behavior,1998-07-24,15000000,17507368.0,1.17
Jim Abrahams,Jane Austen's Mafia!,1998-07-24,10000000,19000000.0,1.9
Steven Spielberg,Saving Private Ryan,1998-07-24,70000000,481840909.0,6.88
Tommy O'Haver,Billy's Hollywood Screen Kiss,1998-07-24,0,2020700.0,0.0
Zhang Yuan,East Palace West Palace,1996-01-01,0,0.0,0.0
Vincent McEveety,The Million Dollar Duck,1971-06-30,0,0.0,0.0
Robert Butler,The Barefoot Executive,1971-03-17,0,0.0,0.0
"Ted Berman, Richard Rich",The Black Cauldron,1985-07-24,25000000,21288692.0,0.85
Gary Nelson,The Black Hole,1979-12-18,20000000,35841901.0,1.79
Robert Stevenson,Blackbeard's Ghost,1968-02-08,0,0.0,0.0
Rupert Wainwright,Blank Check,1994-02-11,13000000,0.0,0.0
Norman Tokar,Candleshoe,1977-12-16,0,0.0,0.0
Norman Tokar,The Cat from Outer Space,1978-06-09,0,0.0,0.0
Jeff Blyth,Cheetah,1989-08-18,5000000,8153677.0,1.63
Robert Butler,The Computer Wore Tennis Shoes,1969-12-29,0,0.0,0.0
Charles Jarrott,Condorman,1981-07-02,0,0.0,0.0
Sam Weisman,D2: The Mighty Ducks,1994-03-25,0,45610410.0,0.0
Robert Stevenson,Darby O'Gill and the Little People,1959-06-29,0,0.0,0.0
Steven Hilliard Stern,The Devil and Max Devlin,1981-03-06,0,0.0,0.0
Mikael Salomon,A Far Off Place,1993-03-12,0,12890752.0,0.0
Randal Kleiser,Flight of the Navigator,1986-07-30,0,18564613.0,0.0
Robert Stevenson,The Gnome-Mobile,1967-07-17,0,0.0,0.0
"Ron Clements, Burny Mattinson, David Michener, John Musker",The Great Mouse Detective,1986-07-02,14000000,38625550.0,2.76
Norman Tokar,The Happiest Millionaire,1967-06-26,0,0.0,0.0
Vincent McEveety,Herbie Goes Bananas,1980-06-25,0,0.0,0.0
Vincent McEveety,Herbie Goes To Monte Carlo,1977-06-24,0,0.0,0.0
Kenny Ortega,Hocus Pocus,1993-07-16,28000000,39514713.0,1.41
Randal Kleiser,Honey I Blew Up the Kid,1992-07-16,40000000,58662452.0,1.47
Joe Johnston,"Honey, I Shrunk the Kids",1989-06-22,32000000,222724172.0,6.96
Robert Butler,Hot Lead & Cold Feet,1978-07-05,0,0.0,0.0
Robert Stevenson,In Search of the Castaways,1962-12-01,0,0.0,0.0
Fletcher Markle,The Incredible Journey,1963-11-20,0,0.0,0.0
F. Gary Gray,The Negotiator,1998-07-29,50000000,44547681.0,0.89
Nancy Meyers,The Parent Trap,1998-07-28,0,0.0,0.0
David Zucker,BASEketball,1998-07-28,0,7027290.0,0.0
Sarah Kelly,Full Tilt Boogie,1997-09-09,0,0.0,0.0
Sandra Goldbacher,The Governess,1998-07-31,0,0.0,0.0
Benoît Jacquot,Seventh Heaven,1997-12-17,0,0.0,0.0
Michael Moore,Roger & Me,1989-09-01,160000,6706368.0,41.91
Woody Allen,The Purple Rose of Cairo,1985-03-01,15000000,10631333.0,0.71
Jacques Tourneur,Out of the Past,1947-11-13,0,0.0,0.0
David Lean,Doctor Zhivago,1965-12-22,11000000,111858363.0,10.17
Ingmar Bergman,Fanny & Alexander,1982-12-17,0,4971340.0,0.0
Peter Masterson,The Trip to Bountiful,1985-12-20,0,7218340.0,0.0
Bruce Beresford,Tender Mercies,1983-04-02,0,0.0,0.0
Roger Spottiswoode,And the Band Played On,1993-09-11,0,0.0,0.0
Joe Dante,The 'Burbs,1989-02-17,18000000,36602000.0,2.03
Kevin Reynolds,Fandango,1985-01-25,0,0.0,0.0
Liliana Cavani,The Night Porter,1974-04-03,0,0.0,0.0
István Szabó,Mephisto,1981-04-29,144,0.0,0.0
David Lynch,Blue Velvet,1986-08-01,6000000,8551228.0,1.43
Jeremy Kagan,The Journey of Natty Gann,1985-09-25,0,2135577.0,0.0
Wolfgang Reitherman,The Jungle Book,1967-10-17,4000000,205843612.0,51.46
Robert Stevenson,Kidnapped,1960-01-01,0,0.0,0.0
"Hamilton Luske, Wilfred Jackson, Clyde Geronimi",Lady and the Tramp,1955-06-16,0,93600000.0,0.0
"Ron Clements, John Musker",The Little Mermaid,1989-11-17,40000000,222300000.0,5.56
Stephen Herek,The Mighty Ducks,1992-10-01,10000000,50752337.0,5.08
Brian Henson,The Muppet Christmas Carol,1992-12-10,0,27281507.0,0.0
Kenny Ortega,Newsies,1992-04-10,15000000,0.0,0.0
"Hamilton Luske, Wolfgang Reitherman, Clyde Geronimi",One Hundred and One Dalmatians,1961-01-25,4000000,215880014.0,53.97
Phillip Borsos,One Magic Christmas,1985-11-22,0,0.0,0.0
"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",Peter Pan,1953-02-05,4000000,87404651.0,21.85
Robert Altman,Popeye,1980-12-12,20000000,0.0,0.0
"Hendel Butoy, Mike Gabriel",The Rescuers Down Under,1990-11-16,37931000,47431461.0,1.25
"John Lounsbery, Wolfgang Reitherman, Art Stevens",The Rescuers,1977-06-22,1200000,71215869.0,59.35
John Hough,Return from Witch Mountain,1978-03-10,0,16393000.0,0.0
"Alan Zaslove, Tad Stones, Toby Shelton",The Return of Jafar,1994-12-15,0,0.0,0.0
Walter Murch,Return to Oz,1985-06-21,25000000,11137801.0,0.45
Joe Johnston,The Rocketeer,1991-06-21,42000000,62000000.0,1.48
Robert Stevenson,The Shaggy D.A.,1976-12-17,0,0.0,0.0
"Clyde Geronimi, Wolfgang Reitherman, Les Clark, Eric Larson",Sleeping Beauty,1959-01-28,6000000,51000000.0,8.5
Jack Clayton,Something Wicked This Way Comes,1983-04-29,19000000,5656087.0,0.3
Robert Stevenson,Son of Flubber,1963-01-16,0,0.0,0.0
"Harve Foster, Wilfred Jackson",Song of the South,1946-11-12,0,0.0,0.0
Ron Howard,Splash,1984-03-09,8000000,69821334.0,8.73
Xavier Koller,Squanto: A Warrior's Tale,1994-10-28,0,3337685.0,0.0
Walt Disney,Steamboat Willie,1928-11-18,4986,0.0,0.0
Jeremiah S. Chechik,Tall Tale,1995-03-24,32000000,0.0,0.0
Tim Hunter,Tex,1982-07-30,0,0.0,0.0
Steven Lisberger,Tron,1982-07-09,17000000,33000000.0,1.94
Thomas Carter,Swing Kids,1993-03-05,0,5632086.0,0.0
Steve Miner,Halloween: H20,1998-08-05,17000000,55041738.0,3.24
Mick Jackson,L.A. Story,1991-02-08,0,0.0,0.0
Carl Reiner,The Jerk,1979-12-14,0,73961419.0,0.0
Carl Reiner,Dead Men Don't Wear Plaid,1982-05-21,0,18196170.0,0.0
Carl Reiner,The Man with Two Brains,1983-06-10,10100000,0.0,0.0
Lawrence Kasdan,Grand Canyon,1991-12-25,0,0.0,0.0
Ralph S. Singleton,Graveyard Shift,1990-10-26,10500000,11582891.0,1.1
Francis Ford Coppola,The Outsiders,1983-03-25,10000000,33697647.0,3.37
Steven Spielberg,Indiana Jones and the Temple of Doom,1984-05-23,28000000,333000000.0,11.89
Ralph Bakshi,The Lord of the Rings,1978-11-15,4000000,30471420.0,7.62
Michael Radford,Nineteen Eighty-Four,1984-10-10,0,0.0,0.0
David Cronenberg,The Dead Zone,1983-10-21,10000000,20766616.0,2.08
Stephen King,Maximum Overdrive,1986-07-25,10000000,7433663.0,0.74
Fraser Clarke Heston,Needful Things,1993-08-27,0,0.0,0.0
Lewis Teague,Cujo,1983-08-10,5000000,21200000.0,4.24
Fritz Kiersch,Children of the Corn,1984-03-09,800000,14000000.0,17.5
"Gary Goldman, Don Bluth, Dan Kuenster",All Dogs Go to Heaven,1989-11-17,13800000,27100027.0,1.96
Barry Sonnenfeld,The Addams Family,1991-11-22,30000000,191502426.0,6.38
Andy Tennant,Ever After: A Cinderella Story,1998-07-31,26000000,65705772.0,2.53
